POS	word_en_1	word_en_2	word_ro_1	word_ro_2	ro pair accept	conc(w1)	conc(w2)	en human  scores	ro human scores	ro human scores specialists	Corola (400.5)	Corola (300.20)	Facebook	Conll (2017)	path (ro)	lch (ro)	wup  (ro)	path (en)	lch (en)	wup (en)
N	belief	flower	credință	floare	1	1.19	5	0.4	0.03	0	0.31	0.35	0.09	0.25	0.08	1.42	0.14	0.11	1.44	0.33
N	winner	goal	câștigător	scop	1	3.21	3.06	3.23	1.17	0	0.14	0.14	0.01	0.26	0.08	1.42	0.14	0.1	1.34	0.47
N	choice	vein	alegere	stare	1	1.9	4.63	0.98	0.78	1.67	0.13	0.1	0.33	0.28	0.25	3	0.8	0.11	1.44	0.33
N	hymn	conquest	imn	cucerire	1	4.04	2.54	0.68	0.78	0	0.27	0.28	0.14	0.33	0.08	1.3	0.25	0.08	1.07	0.25
N	endurance	band	rezistență	elastic	1	2	4.68	0.4	1.85	0	0.39	0.39	0.24	0.26	0.17	2.42	0.5	0.12	1.56	0.38
N	jail	choice	închisoare	alegere	1	4.83	1.9	1.08	0.38	0	0.12	0.1	0.11	0.18	0.07	1.09	0.13	0.06	0.8	0.11
N	condition	boy	condiție	băiat	1	2.15	4.76	0.48	0.22	0	0.13	0.19	0.03	0.41	0.17	2.42	0.18	0.1	1.34	0.18
N	flower	endurance	floare	rezistență	1	5	2	0.4	0.1	0	0.2	0.18	0.09	0.16	0.09	1.54	0.31	0.11	1.44	0.33
N	hole	agreement	gaură	înțelegere	1	4.81	2.22	0.3	0	0	0.17	0.22	0.09	0.51	0.1	1.68	0.4	0.14	1.69	0.57
N	doctor	temper	doctor	calm	1	4.69	2.56	0.48	1.35	0	0.27	0.32	0.24	0.31	0.08	1.42	0.29	0.08	1.15	0.27
N	fraternity	door	frăție	ușă	1	2.46	4.81	0.68	0.03	0	0.24	0.31	0.25	0.52	0.1	1.77	0.24	0.08	1.15	0.24
N	task	woman	îndatorire	femeie	1	2.84	4.46	0.68	0.97	0	0.25	0.28	0.27	0.39	0.09	1.54	0.31	0.09	1.24	0.29
N	fraternity	baseball	frăție	baseball	1	2.46	4.86	0.88	0.6	0	0.19	0.25	0.04	0.23	0.17	2.5	0.4	0.07	0.93	0.22
N	cent	size	cent	mărime	1	4.19	3.13	0.4	0.47	0	0.2	0.23	0.08	0.2	0.09	1.54	0.4	0.1	1.34	0.31
N	presence	door	prezență	ușă	1	2.72	4.81	0.48	0.15	0	0.18	0.23	0.18	0.5	0.08	1.42	0.33	0.12	1.56	0.63
N	task	highway	sarcină	autostradă	1	2.84	4.72	0.48	0.13	0	0.18	0.15	0.1	0.46	0.14	2.19	0.55	0.07	0.93	0.12
N	liquor	century	lichior	secol	1	4.73	2.83	0.4	0.07	0	0.24	0.28	0.18	0.31	0.07	1.19	0.14	0.09	1.24	0.29
N	task	straw	sarcină	pai	1	2.84	4.77	0.68	0	0	0.09	0.12	-0.07	0.1	0.12	2	0.46	0.08	1.07	0.25
N	island	task	insulă	sarcină	1	4.96	2.84	0.3	0	0	0.22	0.19	0.05	0.45	0.12	2	0.25	0.08	1.15	0.15
N	night	chapter	noapte	capitol	1	4.52	3.43	0.48	0.25	0	0.16	0.14	0.14	0.18	0.2	2.68	0.77	0.25	2.25	0.77
N	pollution	president	poluare	președinte	1	3.75	4.4	0.68	0.35	0	0.04	0.06	-0.01	0.07	0.08	1.42	0.12	0.09	1.24	0.5
N	diet	apple	dietă	măr	1	3.21	5	1.18	1.88	0	0.2	0.28	0.11	0.49	0.09	1.54	0.18	0.1	1.34	0.4
N	cent	wife	cent	soție	1	4.19	4.13	0.58	0.03	0	0.19	0.25	-0.04	0.24	0.06	1	0.11	0.07	1	0.13
N	chapter	tail	capitol	coadă	1	3.43	4.96	0.3	0.1	0	0.13	0.15	0.12	0.13	0.1	1.68	0.43	0.12	1.56	0.46
N	course	stomach	curs	stomac	1	3.82	4.89	0.58	0.15	0	0.08	0.18	0.1	0.12	0.11	1.83	0.22	0.11	1.44	0.33
N	hymn	straw	imn	pai	1	4.04	4.77	0.4	0	0	0.18	0.21	-0.01	0.17	0.08	1.42	0.12	0.08	1.07	0.25
N	dentist	colonel	dentist	colonel	1	4.93	3.89	0.4	0.25	0	0.25	0.28	0.23	0.3	0.07	1.19	0.45	0.08	1.07	0.46
N	wife	straw	soție	pai	1	4.13	4.77	0.4	0	0	0.16	0.14	0	0.15	0.08	1.3	0.25	0.09	1.24	0.4
N	hole	wife	gaură	soție	1	4.81	4.13	0.68	0.25	0	0.12	0.21	0	0.37	0.09	1.54	0.31	0.1	1.34	0.47
N	pupil	president	elev	președinte	1	4.55	4.4	0.78	0.25	0	0.21	0.25	0.23	0.25	0.2	2.68	0.77	0.17	1.85	0.63
N	bath	wife	baie	soție	1	4.85	4.13	0.48	0.13	0	0.24	0.27	0.08	0.3	0.08	1.42	0.27	0.08	1.15	0.42
N	people	cent	oameni	cent	1	4.82	4.19	0.48	0.18	0	0.22	0.23	0.14	0.25	0.1	1.68	0.33	0.11	1.44	0.33
N	formula	log	formulă	jurnal	1	4.11	4.96	1.77	0.47	0	0.2	0.19	0.15	0.14	0.14	2.19	0.67	0.11	1.44	0.43
N	woman	fur	femeie	blană	1	4.46	4.69	0.58	0.92	0	0.32	0.41	0.12	0.32	0.1	1.68	0.33	0.09	1.24	0.44
N	gun	dawn	armă	zori	1	4.83	4.46	1.18	0.03	0	0.2	0.22	0.05	0.23	0.1	1.68	0.5	0.1	1.34	0.47
N	meal	waist	masă	talie	1	4.62	4.72	0.98	0.35	0	0.2	0.27	0.04	0.14	0.2	2.68	0.73	0.11	1.44	0.33
N	liquor	band	lichior	trupă	1	4.73	4.68	0.68	0.1	0	0.25	0.26	0.09	0.22	0.07	1.19	0.14	0.1	1.34	0.31
N	stomach	vein	stomac	stare	1	4.89	4.63	2.35	0.67	0	0.26	0.3	0.2	0.34	0.08	1.3	0.17	0.2	2.03	0.71
N	gun	fur	armă	blană	1	4.83	4.69	0.3	0.25	0	0.24	0.29	0.06	0.5	0.1	1.68	0.43	0.11	1.44	0.56
N	couch	baseball	autocar	baseball	1	4.71	4.86	0.88	0.35	0	0.27	0.32	0.09	0.11	0.06	0.83	0.2	0.11	1.44	0.6
N	deck	mouse	punte	șoarece	1	4.77	4.83	0.48	0.15	0	0.16	0.17	0.07	0.14	0.14	2.19	0.67	0.12	1.56	0.63
N	rice	boy	orez	băiat	1	4.86	4.76	0.4	0	0	0.23	0.26	0.04	0.22	0.09	1.54	0.44	0.14	1.69	0.6
N	people	gun	oameni	armă	1	4.82	4.83	0.68	1.07	0	0.25	0.19	-0.01	0.29	0.1	1.68	0.33	0.1	1.34	0.31
N	cliff	tail	stâncă	coadă	1	4.71	4.96	0.3	0.03	0	0.44	0.44	0.02	0.64	0.14	2.19	0.29	0.12	1.56	0.43
N	ankle	window	gleznă	fereastră	1	4.81	4.86	0.3	0.07	0	0.29	0.33	0.12	0.37	0.12	2	0.5	0.08	1.07	0.25
N	princess	island	prințesă	insulă	1	4.72	4.96	0.3	0.43	0	0.4	0.46	0.22	0.56	0.09	1.54	0.18	0.11	1.44	0.43
N	container	mouse	container	șoarece	1	4.85	4.83	0.3	1.1	0	0.18	0.23	0.16	0.3	0.17	2.42	0.67	0.2	2.03	0.75
N	people	balloon	oameni	balon	1	4.82	4.92	0.48	0.25	0	0.13	0.14	0.17	0.29	0.11	1.83	0.18	0.1	1.34	0.18
N	dollar	people	dolar	oameni	1	4.93	4.82	0.4	0.85	0	0.15	0.2	0.15	0.27	0.11	1.83	0.36	0.14	1.69	0.4
N	bath	balloon	baie	balon	1	4.85	4.92	0.4	0.13	0	0.36	0.42	0.22	0.28	0.17	2.42	0.71	0.14	1.69	0.62
N	stomach	bedroom	stomac	dormitor	1	4.89	4.9	0.4	0.03	0	0.32	0.37	0.14	0.28	0.06	0.91	0.13	0.08	1.15	0.27
N	bicycle	bedroom	bicicletă	dormitor	1	4.89	4.9	0.4	0	0	0.4	0.43	0.16	0.27	0.11	1.83	0.4	0.11	1.44	0.56
N	log	bath	buștean	baie	1	4.96	4.85	0.4	0	0	0.37	0.42	0.11	0.3	0.11	1.83	0.33	0.12	1.56	0.63
N	bowl	tail	castron	coadă	1	4.87	4.96	0.48	0.07	0	0.45	0.54	0.14	0.32	0.12	2	0.38	0.17	1.85	0.67
V	take	steal	lua	fura	1	3.06	3.84	6.18	4.05	7.08	0.39	0.39	0.47	0.49	1	4	1	0.5	2.56	0.67
V	listen	hear	asculta	auzi	1	3.47	3.66	8.17	6.38	7.08	0.59	0.61	0.66	0.73	1	4	1	1	3.26	1
V	think	rationalize	gândi	justifica	1	2.41	1.52	8.25	3.12	1.25	0.23	0.25	0.14	0.45	0.14	2.28	0.33	0.5	2.56	0.67
V	vanish	disappear	pieri	dispărea	1	2.77	2.86	9.8	7.13	9.17	0.59	0.64	0.44	0.64	1	4	1	1	3.26	1
V	multiply	divide	înmulți	împărți	1	2.79	2.86	1.75	0.6	0.42	0.47	0.54	0.39	0.77	0.25	3	0.75	0.33	2.16	0.75
V	plead	beg	pleda	implora	1	2.59	2.96	9.08	1.95	2.92	0.3	0.36	0.32	0.43	0.08	1.39	0.17	0.5	2.56	0.93
V	protect	defend	proteja	apăra	1	2.86	2.31	9.13	9	10	0.66	0.7	0.37	0.69	1	4	1	0.5	2.56	0.86
V	kill	destroy	ucide	distruge	1	3.9	3.08	5.9	6.17	8.33	0.63	0.69	0.66	0.79	0.33	3.42	0.67	0.5	2.56	0.8
V	create	make	crea	face	1	2.62	2.67	8.72	8.37	9.58	0.28	0.25	0.52	0.48	1	4	1	1	3.26	1
V	accept	reject	accepta	respinge	1	3.03	2.4	0.83	0.38	0.42	0.45	0.48	0.67	0.6	0.25	3	0.67	0.33	2.16	0.67
V	ignore	avoid	ignora	evita	1	2.22	2.41	6.87	7.23	6.67	0.44	0.46	0.49	0.6	0.2	2.77	0.5	0.33	2.16	0.5
V	carry	bring	căra	aduce	1	4.04	2.55	5.8	5.88	8.33	0.32	0.34	0.01	0.36	0.33	3.42	0.8	0.5	2.56	0.86
V	leave	enter	pleca	intra	1	2.53	3.12	0.95	0.28	0.42	0.41	0.46	0.53	0.55	0.2	2.77	0.5	0.33	2.16	0.5
V	choose	elect	alege	vota	1	2.62	2.41	7.62	7.55	8.75	0.41	0.39	0.52	0.5	0.33	3.42	0.8	0.5	2.56	0.8
V	lose	fail	pierde	rata	1	2.25	3	7.33	6.8	8.75	0.14	0.11	0.36	0.29	1	4	1	0.33	2.16	0.75
V	encourage	discourage	încuraja	descuraja	1	2.61	1.9	1.58	0.35	1.25	0.7	0.71	0.68	0.67	0.2	2.77	0.5	0.25	1.87	0.4
V	achieve	accomplish	obține	realiza	1	2.29	2.33	8.57	6.77	8.33	0.51	0.52	0.15	0.5	0.33	3.42	0.8	1	3.26	1
V	make	construct	face	construi	1	2.67	2.6	8.33	7.48	9.58	0.28	0.26	0.47	0.46	1	4	1	1	3.26	1
V	inform	notify	informa	notifica	1	2.25	3.04	9.25	6.82	8.75	0.67	0.67	0.51	0.69	0.33	3.42	0.89	0.5	2.56	0.89
V	receive	give	primi	da	1	2.69	2.83	1.47	0.78	0.42	0.46	0.43	0.18	0.45	0.25	3	0.8	0.33	2.16	0.57
V	borrow	beg	împrumuta	cerși	1	3.1	2.96	2.62	1	2.08	0.37	0.36	0.11	0.62	0.2	2.68	0.4	0.17	1.47	0.29
V	take	obtain	lua	obține	1	3.06	3	7.1	4.78	6.67	0.33	0.33	0.09	0.44	1	4	1	0.5	2.56	0.8
V	advise	recommend	sfătui	recomanda	1	2.03	1.74	8.1	7.52	8.75	0.54	0.57	0.32	0.4	1	4	1	0.5	2.56	0.89
V	imitate	portray	imita	portretiza	1	2.66	2.18	6.75	3.97	6.25	0.46	0.52	0.35	0.52	0.14	2.19	0.29	0.17	1.47	0.25
V	win	succeed	câștiga	reuși	1	2.67	2.33	7.9	5.88	5.42	0.52	0.54	0.36	0.8	0.2	2.77	0.5	1	3.26	1
V	greet	meet	saluta	întâlni	1	2.96	3	6.17	2.17	1.67	0.45	0.51	0.19	0.47	0.12	2.09	0.29	0.33	2.16	0.57
V	agree	argue	consimți	contrazice	1	2.31	2.75	0.77	0.57	0.42	0.32	0.34	0.16	0.44	0.12	2.09	0.29	0.17	1.47	0.29
V	destroy	make	distruge	face	1	3.08	2.67	1.6	0.35	0.83	0.26	0.24	0.46	0.46	0.2	2.77	0.5	0.33	2.16	0.5
V	save	protect	salva	proteja	1	2.42	2.86	6.58	5.43	3.33	0.51	0.55	0.62	0.68	0.14	2.28	0.33	0.2	1.65	0.33
V	give	lend	da	împrumuta	1	2.83	3.07	7.22	5.28	6.25	0.36	0.35	0.17	0.41	0.33	3.42	0.8	0.5	2.56	0.8
V	understand	know	înțelege	ști	1	2.28	1.68	7.47	3.83	3.75	0.43	0.43	0.42	0.83	1	4	1	0.33	2.16	0.67
V	take	receive	lua	primi	1	3.06	2.69	5.08	3.2	6.67	0.38	0.41	0.58	0.6	1	4	1	0.5	2.56	0.86
V	accept	acknowledge	accepta	recunoaște	1	3.03	2.03	6.88	5	7.08	0.41	0.48	0.48	0.48	1	4	1	0.5	2.56	0.86
V	decide	choose	decide	alege	1	1.92	2.62	8.87	6.38	7.08	0.44	0.42	0.66	0.53	0.25	3	0.5	0.5	2.56	0.67
V	accept	believe	accepta	crede	1	3.03	1.55	6.75	3.58	3.33	0.41	0.46	0.56	0.6	0.33	3.42	0.86	0.5	2.56	0.86
V	keep	possess	ține	poseda	1	2.37	2.6	8.27	5.43	6.25	0.17	0.22	0.01	0.22	0.2	2.77	0.5	0.33	2.16	0.5
V	roam	wander	hoinări	cutreiera	1	2.85	2.28	8.83	9.33	10	0.6	0.64	0.52	0.66	1	4	1	1	3.26	1
V	succeed	fail	reuși	rata	1	2.33	3	0.83	0.13	0.42	0.16	0.14	0.07	0.22	0.2	2.77	0.5	0.33	2.16	0.5
V	spend	save	cheltui	economisi	1	2.93	2.42	0.55	0.13	0.42	0.57	0.65	0.59	0.73	0.33	3.42	0.89	0.5	2.56	0.89
V	come	attend	veni	participa	1	2.72	3.17	8.1	2.62	5.83	0.31	0.36	0.49	0.5	0.17	2.5	0.4	0.33	2.16	0.4
V	know	believe	ști	crede	1	1.68	1.55	5.5	2.52	3.33	0.62	0.64	0.22	0.52	0.14	2.28	0.33	0.33	2.16	0.75
V	make	earn	face	câștiga	1	2.67	2.39	7.62	2.08	0.83	0.29	0.27	0.26	0.4	0.2	2.77	0.5	1	3.26	1
V	forget	ignore	uita	ignora	1	2.04	2.22	3.07	1.92	1.67	0.54	0.57	0.48	0.62	0.2	2.77	0.5	0.33	2.16	0.5
V	multiply	add	înmulți	aduna	1	2.79	3	2.7	2.52	2.5	0.46	0.48	0.32	0.52	0.25	3	0.75	0.33	2.16	0.75
V	shrink	grow	micșora	crește	1	3.55	3.03	0.23	0.13	0.42	0.6	0.59	0.43	0.76	0.25	3	0.75	0.2	1.65	0.5
V	arrive	leave	sosi	pleca	1	3.22	2.53	1.33	0.13	0.42	0.66	0.68	0.58	0.78	0.2	2.77	0.5	0.33	2.16	0.5
V	succeed	try	reuși	încerca	1	2.33	2.22	3.98	1.53	0.42	0.81	0.83	0.38	0.78	0.2	2.77	0.5	0.25	1.87	0.4
V	accept	deny	accepta	nega	1	3.03	2.2	1.75	0.15	0.42	0.46	0.48	0.53	0.64	0.17	2.42	0.5	0.33	2.16	0.5
V	arrive	come	sosi	veni	1	3.22	2.72	7.05	6.98	9.58	0.64	0.71	0.68	0.8	0.17	2.5	0.4	1	3.26	1
V	agree	differ	consimți	refuza	1	2.31	1.59	1.05	0.38	0.42	0.46	0.47	0.46	0.53	0.25	3	0.67	0.33	2.16	0.5
V	send	receive	trimite	primi	1	2.7	2.69	1.08	0.18	0.42	0.47	0.51	0.59	0.48	0.17	2.5	0.4	0.25	1.87	0.4
V	win	dominate	câștiga	domina	1	2.67	2.12	5.68	3.12	2.5	0.42	0.49	0.28	0.28	0.25	3	0.75	0.33	2.16	0.5
V	add	divide	aduna	împărți	1	3	2.86	2.3	0.57	0.42	0.57	0.58	0.22	0.44	0.25	3	0.75	0.33	2.16	0.75
V	kill	choke	ucide	sugruma	1	3.9	3.97	4.92	4.53	4.58	0.56	0.61	0.5	0.62	0.33	3.42	0.67	0.25	1.87	0.4
V	acquire	get	achiziționa	obține	1	2.93	2.38	8.82	4.58	5	0.34	0.4	0.18	0.74	0.33	3.42	0.67	1	3.26	1
V	leave	remain	pleca	rămâne	1	2.53	1.96	2.53	0.18	0.42	0.38	0.43	0.22	0.46	0.2	2.77	0.5	0.33	2.16	0.5
V	go	enter	merge	intra	1	3.15	3.12	4	1.17	1.67	0.38	0.39	0.51	0.58	0.25	3	0.75	0.33	2.16	0.5
V	take	carry	lua	căra	1	3.06	4.04	5.23	2.58	3.75	0.35	0.46	0.15	0.5	0.33	3.42	0.8	1	3.26	1
V	forget	learn	uita	învăța	1	2.04	2.2	1.18	0.43	0	0.48	0.52	0.16	0.37	0.2	2.77	0.5	0.33	2.16	0.5
V	appoint	elect	numi	alege	1	2.24	2.41	8.17	5.75	3.75	0.51	0.54	0.44	0.43	0.25	3	0.67	0.2	1.65	0.33
V	take	deliver	lua	livra	1	3.06	3.12	4.37	0.92	0	0.3	0.3	0.4	0.42	0.17	2.42	0.33	0.33	2.16	0.5
V	speak	hear	vorbi	auzi	1	3.7	3.66	3.02	0.95	0.83	0.55	0.58	0.6	0.62	0.12	2.09	0.29	0.33	2.16	0.5
V	analyze	evaluate	analiza	evalua	1	2.3	1.85	8.03	7.48	7.5	0.48	0.5	0.59	0.66	0.33	3.42	0.67	0.25	1.87	0.4
V	argue	rationalize	argumenta	justifica	1	2.75	1.52	4.2	8.58	8.33	0.58	0.58	0.64	0.59	0.1	1.77	0.22	0.33	2.16	0.8
V	lose	keep	pierde	ține	1	2.25	2.37	1.05	0.25	0.42	0.28	0.32	0.06	0.41	0.2	2.77	0.5	0.33	2.16	0.5
V	compare	analyze	compara	analiza	1	2.52	2.3	8.1	5.75	6.25	0.43	0.42	0.52	0.29	0.33	3.42	0.67	0.5	2.56	0.4
V	disorganize	organize	dezorganiza	organiza	1	2.44	2.72	1.45	0.22	0.83	0.49	0.45	0.51	0.42	0.14	2.28	0.33	0.25	1.87	0.4
V	go	allow	merge	permite	1	3.15	2.41	3.62	0.5	0	0.29	0.34	0.36	0.38	0.2	2.77	0.5	0.33	2.16	0.5
V	take	possess	lua	poseda	1	3.06	2.6	7.2	3.18	2.92	0.3	0.32	0.32	0.32	0.2	2.77	0.5	0.33	2.16	0.5
V	learn	listen	învăța	asculta	1	2.2	3.47	3.88	2.8	2.92	0.46	0.51	0.22	0.4	0.17	2.5	0.4	0.25	1.87	0.4
V	destroy	construct	distruge	construi	1	3.08	2.6	0.92	0.35	0.42	0.47	0.51	0.54	0.63	0.17	2.5	0.4	0.25	1.87	0.4
V	create	build	crea	construi	1	2.62	3.71	8.48	7.48	8.33	0.6	0.62	0.65	0.75	0.33	3.42	0.8	0.5	2.56	0.8
V	steal	buy	fura	cumpăra	1	3.84	3.35	1.13	0.13	0	0.51	0.58	0.38	0.47	0.17	2.5	0.4	0.2	1.65	0.33
V	kill	hang	ucide	spânzura	1	3.9	3.7	4.45	4.18	5	0.49	0.51	0.27	0.53	0.25	3	0.5	0.33	2.16	0.5
V	forget	know	uita	ști	1	2.04	1.68	0.92	0.32	0.42	0.58	0.63	0.2	0.47	0.2	2.77	0.5	0.33	2.16	0.5
V	create	imagine	crea	imagina	1	2.62	1.53	5.13	5.78	7.08	0.47	0.49	0.44	0.69	0.2	2.68	0.4	0.33	2.16	0.5
V	do	happen	face	întâmpla	1	2.46	1.78	4.23	2.8	3.75	0.34	0.31	0.44	0.54	0.17	2.5	0.4	0.33	2.16	0.5
V	win	accomplish	câștiga	realiza	1	2.67	2.33	7.85	4.28	3.33	0.39	0.37	0.28	0.44	1	4	1	0.5	2.56	0.67
V	give	deny	da	nega	1	2.83	2.2	1.43	0.07	0	0.39	0.39	0.23	0.48	0.14	2.28	0.33	0.33	2.16	0.5
V	deserve	earn	merita	câștiga	1	1.69	2.39	5.8	2.3	0	0.39	0.43	0.2	0.3	0.17	2.5	0.4	0.2	1.65	0.33
V	get	put	obține	pune	1	2.38	2.5	1.98	0.63	2.08	0.27	0.29	0.04	0.29	0.17	2.5	0.4	0.33	2.16	0.74
V	locate	find	localiza	găsi	1	2.97	2.63	8.73	7.2	7.5	0.47	0.51	0.27	0.52	0.33	3.42	0.8	0.5	2.56	0.8
V	appear	attend	apărea	participa	1	3.13	3.17	6.28	1.88	3.75	0.25	0.24	0.06	0.33	0.2	2.77	0.5	0.25	1.87	0.4
V	know	comprehend	ști	înțelege	1	1.68	1.86	7.63	4.43	5	0.43	0.43	0.42	0.83	1	4	1	0.33	2.16	0.5
V	satisfy	please	satisface	mulțumi	1	2.04	1.64	7.67	8.18	9.17	0.31	0.3	0.16	0.38	1	4	1	0.5	2.56	0.67
V	cherish	keep	prețui	ține	1	1.73	2.37	4.85	4.3	3.33	0.26	0.29	0.35	0.56	1	4	1	0.25	1.87	0.4
V	overcome	dominate	învinge	domina	1	2.28	2.12	6.25	5.53	5	0.56	0.57	0.35	0.46	0.33	3.42	0.8	0.33	2.16	0.5
V	cooperate	participate	coopera	participa	1	1.87	2.59	6.43	4.82	5.83	0.38	0.4	0.38	0.49	0.17	2.5	0.4	0.25	1.87	0.4
V	achieve	try	obține	încerca	1	2.29	2.22	4.42	1.7	1.25	0.33	0.29	0.15	0.53	0.2	2.77	0.5	0.2	1.65	0.33
V	fail	discourage	eșua	descuraja	1	3	1.9	3.33	1.67	1.25	0.42	0.46	0.18	0.53	0.2	2.77	0.5	0.33	2.16	0.57
V	begin	quit	începe	renunța	1	2.56	2.56	1.28	0.18	0	0.36	0.37	0.21	0.48	0.2	2.77	0.5	0.33	2.16	0.5
V	say	participate	spune	participa	1	2.58	2.59	3.82	0.97	1.25	0.21	0.2	0.34	0.32	0.2	2.68	0.4	0.33	2.16	0.5
V	come	bring	veni	aduce	1	2.72	2.55	2.42	0.85	0	0.41	0.43	0.58	0.63	0.17	2.5	0.4	0.33	2.16	0.5
V	declare	announce	declara	anunța	1	2	3.31	9.08	6.67	8.33	0.47	0.49	0.42	0.49	1	4	1	1	3.26	1
V	read	comprehend	citi	înțelege	1	3.56	1.86	4.7	2.37	2.5	0.38	0.41	0.46	0.46	0.33	3.42	0.8	0.33	2.16	0.5
V	take	leave	lua	lăsa	1	3.06	2.53	2.47	0.35	0.42	0.38	0.4	0.17	0.53	0.2	2.77	0.5	0.33	2.16	0.5
V	proclaim	announce	proclama	anunța	1	2.36	3.31	8.18	5.95	7.92	0.39	0.39	0.33	0.38	1	4	1	0.25	1.87	0.57
V	acquire	obtain	achiziționa	obține	1	2.93	3	8.57	5.07	5.42	0.34	0.4	0.18	0.74	0.33	3.42	0.67	0.5	2.56	0.67
V	conclude	decide	încheia	decide	1	1.78	1.92	7.75	2.52	0.83	0.24	0.28	0.33	0.53	0.14	2.28	0.33	0.33	2.16	0.67
V	please	plead	mulțumi	pleda	1	1.64	2.59	2.98	1.1	0	0.33	0.34	0.13	0.44	0.11	1.92	0.35	0.14	1.31	0.25
V	argue	prove	argumenta	demonstra	1	2.75	1.83	4.83	8.15	7.92	0.58	0.61	0.59	0.63	1	4	1	0.17	1.47	0.55
V	ask	plead	cere	pleda	1	2.52	2.59	6.47	1.92	1.67	0.36	0.41	0.32	0.51	0.12	2.09	0.35	0.25	1.87	0.77
V	find	disappear	găsi	dispărea	1	2.63	2.86	0.77	0.25	0	0.44	0.53	0.18	0.52	0.17	2.5	0.4	0.33	2.16	0.5
V	inspect	examine	inspecta	examina	1	3.31	2.86	8.75	8.68	9.58	0.5	0.54	0.55	0.69	0.33	3.42	0.67	0.5	2.56	0.5
V	verify	justify	verifica	justifica	1	2.1	1.45	4.08	2.33	3.75	0.38	0.37	0.49	0.51	0.25	3	0.67	0.33	2.16	0.67
V	assume	predict	presupune	prezice	1	1.75	2	4.85	4.65	3.75	0.37	0.42	0.41	0.46	0.2	2.68	0.73	0.12	1.18	0.22
V	learn	evaluate	învăța	evalua	1	2.2	1.85	4.17	1.35	0	0.36	0.39	0.18	0.44	0.17	2.5	0.4	0.25	1.87	0.4
V	argue	justify	argumenta	justifica	1	2.75	1.45	5	8.33	7.92	0.58	0.58	0.64	0.59	0.1	1.77	0.22	0.33	2.16	0.8
V	make	become	face	deveni	1	2.67	1.54	4.77	2.95	5.83	0.39	0.32	0.52	0.55	0.17	2.42	0.5	0.5	2.56	0.5
V	achieve	succeed	obține	reuși	1	2.29	2.33	7.5	4.57	5	0.33	0.34	0.34	0.71	0.25	3	0.67	0.5	2.56	0.4
V	give	put	da	pune	1	2.83	2.5	3.65	0.78	0.42	0.31	0.35	0.16	0.6	1	4	1	0.33	2.16	0.84
V	understand	listen	înțelege	asculta	1	2.28	3.47	4.68	3.02	2.08	0.34	0.36	0.42	0.34	0.25	3	0.5	0.25	1.87	0.4
V	borrow	sell	împrumuta	vinde	1	3.1	3.35	1.73	0.43	0.83	0.47	0.5	0.43	0.55	0.17	2.42	0.33	0.2	1.65	0.33
V	keep	protect	păstra	proteja	1	2.37	2.86	5.4	3.4	4.17	0.46	0.47	0.46	0.63	0.33	3.42	0.86	0.5	2.56	0.86
V	explain	prove	explica	demonstra	1	1.97	1.83	4.1	7.02	6.67	0.56	0.6	0.63	0.66	0.25	3	0.8	0.33	2.16	0.8
V	agree	please	consimți	mulțumi	1	2.31	1.64	4.13	1.07	0	0.37	0.4	0.24	0.71	0.17	2.42	0.33	0.25	1.87	0.4
V	forgive	forget	ierta	uita	1	1.92	2.04	3.92	2.2	2.5	0.58	0.64	0.49	0.54	0.14	2.28	0.33	0.25	1.87	0.4
V	clarify	explain	clarifica	explica	1	2.07	1.97	8.33	8.2	8.75	0.56	0.6	0.62	0.66	0.33	3.42	0.91	0.5	2.56	0.91
V	understand	forgive	înțelege	ierta	1	2.28	1.92	4.87	2.8	1.67	0.34	0.35	0.4	0.4	0.14	2.28	0.33	0.25	1.87	0.4
V	remind	forget	reaminti	uita	1	2.19	2.04	0.87	0.35	0.42	0.48	0.51	0.48	0.46	0.2	2.77	0.5	0.33	2.16	0.5
V	get	remain	ajunge	rămâne	1	2.38	1.96	1.6	0.57	0.42	0.49	0.51	0.16	0.54	0.25	3	0.5	0.33	2.16	0.5
V	realize	discover	înțelege	descoperi	1	2.03	2.37	7.47	2.3	2.92	0.41	0.43	0.44	0.41	0.2	2.77	0.5	0.33	2.16	0.5
V	require	inquire	necesita	întreba	1	2.07	2.38	1.82	1.13	0.83	0.21	0.18	0.11	0.06	0.2	2.77	0.5	0.17	1.47	0.29
V	ignore	ask	ignora	cere	1	2.22	2.52	1.07	0.13	0	0.26	0.27	0.35	0.54	0.2	2.77	0.5	0.33	2.16	0.5
V	think	inquire	gândi	întreba	1	2.41	2.38	4.77	1.45	0	0.66	0.69	0.28	0.79	0.2	2.77	0.5	0.17	1.47	0.29
V	reject	avoid	respinge	evita	1	2.4	2.41	4.78	5.42	3.33	0.24	0.26	0.46	0.49	0.2	2.77	0.5	0.33	2.16	0.5
V	argue	persuade	argumenta	convinge	1	2.75	2.07	6.23	5.5	4.58	0.56	0.55	0.48	0.46	0.11	1.92	0.25	0.14	1.31	0.25
V	pursue	persuade	urmări	convinge	1	2.83	2.07	3.17	1.48	0	0.37	0.36	0.16	0.46	0.17	2.5	0.4	0.2	1.65	0.33
V	accept	forgive	accepta	ierta	1	3.03	1.92	3.73	2.95	0.83	0.44	0.5	0.47	0.54	0.12	2.09	0.29	0.25	1.87	0.4
